fact_crash_id,crash_id,date_id,holiday_id,location_id,road_id,vehicle_id,crash_type_id,number_fatalities
19915049,19915049,272,2,7,16,11,2,1
19912003,19912003,272,2,66,30,1,1,1
19912307,19912307,272,2,66,30,1,1,1
19914005,19914005,272,2,803,14,11,1,1
19911532,19911532,272,2,797,16,11,1,1
19911552,19911552,272,2,797,16,11,1,1
19911003,19911003,273,2,797,30,11,2,1
19912208,19912208,273,2,66,16,1,1,1
19916017,19916017,273,2,668,30,12,1,1
19911138,19911138,273,2,797,16,12,2,2
19911399,19911399,273,2,797,16,11,1,1
19913317,19913317,273,2,778,16,11,2,1
19914150,19914150,273,2,803,16,11,2,1
19912288,19912288,273,2,66,95,1,2,1
19911096,19911096,273,2,797,16,11,2,1
19912331,19912331,273,2,66,30,2,2,1
19911333,19911333,273,2,797,17,11,1,1
19912286,19912286,273,2,66,30,1,1,1
19912160,19912160,273,2,66,16,1,2,1
19912266,19912266,273,2,66,16,1,2,1
19916058,19916058,273,2,668,30,11,1,1
19913060,19913060,273,2,778,30,11,1,1
19913244,19913244,274,2,778,30,11,1,1
19911340,19911340,274,2,797,16,11,1,1
19911561,19911561,274,2,797,21,12,1,1
19915018,19915018,274,2,7,14,12,1,1
19911502,19911502,274,2,797,16,11,1,1
19912434,19912434,274,2,66,30,1,2,5
19911158,19911158,274,2,797,30,11,1,1
19913155,19913155,274,2,778,17,11,2,1
19911210,19911210,274,2,797,21,11,2,1
19913251,19913251,274,2,778,30,11,2,2
19913186,19913186,274,2,778,30,11,1,2
19912309,19912309,274,2,66,30,2,2,2
19913102,19913102,274,2,778,16,11,1,1
19912279,19912279,274,2,66,30,1,2,1
19912387,19912387,274,2,66,16,1,1,1
19915023,19915023,274,2,7,17,11,2,1
19913240,19913240,274,2,778,16,11,2,1
19912368,19912368,274,2,66,30,1,1,1
19911015,19911015,258,2,797,16,11,1,1
19911467,19911467,258,2,797,30,11,1,1
19913010,19913010,258,2,778,17,11,2,2
19915140,19915140,258,2,7,17,11,2,1
19913018,19913018,258,2,778,16,13,2,1
19911353,19911353,258,2,797,16,11,1,1
19911024,19911024,258,2,797,16,11,1,1
19911181,19911181,258,2,797,16,11,1,1
19911051,19911051,258,2,797,30,11,2,1
19911452,19911452,258,2,797,16,12,1,1
19913197,19913197,258,2,778,16,11,1,1
19911470,19911470,258,2,797,16,11,2,1
19911348,19911348,258,2,797,16,11,2,1
19911394,19911394,258,2,797,30,11,1,1
19916056,19916056,258,2,668,17,11,1,1
19912273,19912273,259,2,66,16,1,1,2
19913212,19913212,259,2,778,16,11,2,1
19917013,19917013,259,2,229,17,11,2,1
19913316,19913316,259,2,778,30,11,1,1
19914128,19914128,259,2,803,14,11,2,2
19911173,19911173,259,2,797,21,11,1,1
19913036,19913036,260,2,778,17,11,1,1
19913027,19913027,260,2,778,30,11,2,2
19916054,19916054,260,2,668,16,11,1,1
19912145,19912145,260,2,66,16,1,1,1
19915153,19915153,260,2,7,21,11,2,1
19912397,19912397,260,2,66,16,1,2,1
19912102,19912102,260,2,66,16,1,1,1
19913171,19913171,261,2,778,30,12,2,1
19915043,19915043,261,2,7,16,11,1,1
19911115,19911115,261,2,797,30,12,2,1
19916041,19916041,261,2,668,16,11,2,1
19911204,19911204,261,2,797,14,12,2,1
19914006,19914006,261,2,803,14,11,2,2
19911118,19911118,261,2,797,30,11,2,1
19913040,19913040,261,2,778,17,11,2,1
19912091,19912091,261,2,66,16,1,2,1
19911083,19911083,261,2,797,30,12,2,2
19913039,19913039,261,2,778,30,11,2,1
19913294,19913294,261,2,778,30,12,2,1
19912187,19912187,261,2,66,30,2,2,1
19914129,19914129,261,2,803,17,11,1,1
19914030,19914030,261,2,803,17,11,2,1
19912380,19912380,261,2,66,30,1,1,1
19911359,19911359,261,2,797,16,11,1,1
19912382,19912382,261,2,66,30,1,2,1
19912081,19912081,261,2,66,16,1,1,1
19911019,19911019,261,2,797,16,11,2,1
19914120,19914120,261,2,803,30,12,2,1
19912258,19912258,261,2,66,95,1,1,1
19915057,19915057,261,2,7,16,11,1,1
19915033,19915033,261,2,7,21,11,1,2
19916001,19916001,261,2,668,16,11,1,1
19911297,19911297,261,2,797,17,11,1,1
19911319,19911319,261,2,797,16,11,1,1
19912121,19912121,261,2,66,30,1,1,1
19912043,19912043,261,2,66,16,1,2,1
19915009,19915009,261,2,7,14,12,1,1
19914057,19914057,261,2,803,14,11,1,2
19912314,19912314,261,2,66,30,1,1,1
19911369,19911369,261,2,797,16,11,2,1
19911098,19911098,261,2,797,30,11,1,1
19913090,19913090,261,2,778,16,11,1,1
19914011,19914011,261,2,803,16,11,2,1
19912059,19912059,262,2,66,30,1,1,1
19911432,19911432,262,2,797,16,11,1,1
19915054,19915054,262,2,7,16,11,1,1
19911241,19911241,262,2,797,30,11,1,1
19914040,19914040,262,2,803,17,11,1,1
19913217,19913217,262,2,778,16,11,1,1
19912411,19912411,262,2,66,30,1,1,1
19913211,19913211,262,2,778,30,11,2,1
19916019,19916019,262,2,668,16,11,2,1
19913320,19913320,262,2,778,30,11,1,1
19911362,19911362,262,2,797,16,11,1,1
19913359,19913359,262,2,778,16,11,2,1
19911361,19911361,262,2,797,6,12,1,1
19911289,19911289,262,2,797,30,11,1,1
19911551,19911551,262,2,797,30,11,2,2
19912207,19912207,262,2,66,30,1,1,1
19911058,19911058,262,2,797,30,11,1,2
19911306,19911306,262,2,797,17,11,2,1
19913262,19913262,262,2,778,16,11,1,1
19912357,19912357,262,2,66,30,1,1,1
19915115,19915115,262,2,7,17,11,1,1
19911515,19911515,262,2,797,21,11,1,1
19913153,19913153,262,2,778,30,11,2,1
19911322,19911322,262,2,797,16,11,1,1
19912302,19912302,262,2,66,16,1,1,1
19912361,19912361,263,2,66,95,1,1,1
19913061,19913061,263,2,778,30,11,2,1
19911292,19911292,263,2,797,30,11,1,1
19913243,19913243,263,2,778,16,13,2,2
19912029,19912029,263,2,66,16,1,2,1
19911092,19911092,263,2,797,30,11,1,1
19911199,19911199,263,2,797,16,11,1,1
19911179,19911179,263,2,797,30,11,2,1
19912245,19912245,263,2,66,30,1,2,1
19913258,19913258,263,2,778,30,11,2,1
19911563,19911563,263,2,797,16,11,1,1
19913167,19913167,263,2,778,16,11,1,1
19915152,19915152,263,2,7,17,11,2,1
19911130,19911130,263,2,797,30,11,2,1
19916038,19916038,263,2,668,16,11,1,1
19911466,19911466,263,2,797,16,11,1,1
19915055,19915055,263,2,7,14,11,1,1
19911166,19911166,263,2,797,30,11,1,1
19912185,19912185,264,2,66,16,2,1,1
19913058,19913058,264,2,778,30,11,1,1
19915180,19915180,264,2,7,14,12,2,1
19912404,19912404,264,2,66,95,1,1,1
19912202,19912202,264,2,66,16,1,1,1
19913176,19913176,264,2,778,30,11,1,1
19912179,19912179,264,2,66,30,1,1,1
19911069,19911069,265,2,797,30,12,2,1
19913298,19913298,265,2,778,30,12,1,1
19911546,19911546,265,2,797,16,12,2,1
19911585,19911585,265,2,797,17,11,1,1
19916022,19916022,265,2,668,16,11,2,1
19912229,19912229,265,2,66,16,1,1,1
19915070,19915070,265,2,7,16,11,2,1
19911517,19911517,265,2,797,30,12,2,1
19912254,19912254,265,2,66,95,1,2,1
19912277,19912277,265,2,66,16,1,1,1
19911214,19911214,265,2,797,16,11,2,1
19911106,19911106,265,2,797,16,11,1,1
19911078,19911078,265,2,797,17,11,2,1
19911240,19911240,265,2,797,30,12,2,1
19911205,19911205,265,2,797,16,11,2,1
19913074,19913074,265,2,778,30,11,1,1
19911244,19911244,265,2,797,16,11,2,1
19911167,19911167,249,2,797,16,12,1,1
19911144,19911144,249,2,797,30,11,2,1
19913016,19913016,249,2,778,16,13,2,1
19914065,19914065,249,2,803,16,11,1,1
19914055,19914055,249,2,803,14,11,1,1
19913038,19913038,249,2,778,30,13,2,1
19912138,19912138,249,2,66,16,8,1,1
19913135,19913135,249,2,778,16,11,1,1
19916060,19916060,249,2,668,30,11,2,1
19913097,19913097,250,2,778,30,11,1,1
19911491,19911491,250,2,797,14,11,2,2
19916028,19916028,250,2,668,30,11,2,2
19912065,19912065,250,2,66,30,1,2,1
19911435,19911435,250,2,797,30,11,1,1
19911276,19911276,250,2,797,30,11,2,1
19911514,19911514,250,2,797,16,11,1,1
19912119,19912119,250,2,66,30,1,2,2
19915089,19915089,250,2,7,14,11,2,2
19914164,19914164,250,2,803,16,11,1,1
19911426,19911426,251,2,797,16,11,1,1
19913004,19913004,252,2,778,30,11,1,1
19912281,19912281,252,2,66,16,1,2,1
19912040,19912040,252,2,66,30,1,2,1
19912052,19912052,252,2,66,30,1,1,1
19912345,19912345,252,2,66,16,1,2,1
19914103,19914103,252,2,803,14,11,1,1
19913134,19913134,252,2,778,16,11,1,1
19911339,19911339,252,2,797,14,12,2,1
19911356,19911356,252,2,797,16,11,1,1
19913227,19913227,252,2,778,16,11,2,1
19913223,19913223,252,2,778,16,12,2,1
19913263,19913263,252,2,778,30,11,2,2
19915128,19915128,252,2,7,14,11,1,1
19913338,19913338,252,2,778,16,11,2,1
19916050,19916050,252,2,668,16,11,1,1
19911059,19911059,252,2,797,16,11,1,1
19912348,19912348,252,2,66,16,1,1,1
19913113,19913113,253,2,778,30,11,1,1
19911079,19911079,253,2,797,16,11,2,1
19911251,19911251,253,2,797,21,11,2,1
19911281,19911281,253,2,797,16,11,2,1
19911576,19911576,253,2,797,17,11,2,1
19915039,19915039,253,2,7,14,11,1,1
19911128,19911128,253,2,797,30,11,1,1
19913166,19913166,253,2,778,16,11,2,1
19912367,19912367,253,2,66,30,1,1,1
19915113,19915113,253,2,7,14,11,2,1
19913106,19913106,253,2,778,16,11,2,1
19911126,19911126,253,2,797,16,11,2,1
19911202,19911202,253,2,797,30,12,2,1
19912092,19912092,253,2,66,16,1,1,1
19911094,19911094,253,2,797,17,11,1,1
19911398,19911398,253,2,797,30,11,1,1
19911134,19911134,253,2,797,16,11,2,1
19913354,19913354,253,2,778,30,11,2,1
19911143,19911143,253,2,797,30,11,1,1
19913193,19913193,253,2,778,16,11,1,1
19912237,19912237,253,2,66,16,1,1,1
19913297,19913297,253,2,778,16,11,2,1
19911374,19911374,253,2,797,14,11,1,1
19911146,19911146,253,2,797,16,11,1,1
19913151,19913151,253,2,778,30,11,1,1
19911066,19911066,253,2,797,16,11,1,1
19914039,19914039,253,2,803,16,11,1,1
19911511,19911511,253,2,797,30,11,2,1
19911573,19911573,253,2,797,30,11,1,1
19912192,19912192,253,2,66,30,1,1,1
19913271,19913271,253,2,778,16,11,2,1
19913184,19913184,253,2,778,16,11,1,1
19911525,19911525,253,2,797,6,11,1,1
19912177,19912177,254,2,66,95,1,1,2
19911391,19911391,254,2,797,16,11,1,1
19913232,19913232,254,2,778,17,11,1,1
19912220,19912220,254,2,66,30,1,1,1
19913274,19913274,254,2,778,16,11,2,1
19911440,19911440,254,2,797,30,11,1,1
19911040,19911040,254,2,797,17,11,2,1
19913302,19913302,254,2,778,30,11,2,1
19912173,19912173,254,2,66,30,1,1,1
19911307,19911307,254,2,797,30,11,1,1
19911522,19911522,254,2,797,30,11,1,1
19912379,19912379,254,2,66,16,1,1,1
19912232,19912232,254,2,66,16,1,1,1
19917059,19917059,254,2,229,21,11,1,1
19912322,19912322,254,2,66,30,1,1,2
19911571,19911571,254,2,797,30,11,1,2
19913033,19913033,254,2,778,16,11,2,1
19911271,19911271,254,2,797,30,11,1,1
19915106,19915106,254,2,7,14,11,1,1
19913221,19913221,255,2,778,16,11,1,1
19912238,19912238,255,2,66,30,1,1,1
19916042,19916042,255,2,668,16,11,1,1
19911411,19911411,255,2,797,16,11,1,1
19914067,19914067,255,2,803,14,11,2,1
19911555,19911555,255,2,797,16,11,1,1
19912114,19912114,255,2,66,16,1,1,1
19913283,19913283,255,2,778,16,11,1,1
19912048,19912048,255,2,66,16,1,1,1
19913139,19913139,255,2,778,17,11,2,1
19912172,19912172,255,2,66,30,1,2,1
19911247,19911247,255,2,797,16,11,2,2
19913150,19913150,255,2,778,30,11,1,1
19911458,19911458,255,2,797,16,11,1,1
19913129,19913129,255,2,778,16,11,1,1
19914084,19914084,255,2,803,14,11,2,1
19912341,19912341,255,2,66,16,1,1,1
19913314,19913314,255,2,778,30,11,1,1
19912058,19912058,255,2,66,30,1,2,2
19914123,19914123,255,2,803,16,11,1,1
19913339,19913339,255,2,778,30,11,1,1
19911129,19911129,256,2,797,30,11,2,1
19912297,19912297,256,2,66,16,2,2,1
19915146,19915146,256,2,7,14,11,2,1
19911043,19911043,256,2,797,16,11,1,1
19911231,19911231,256,2,797,17,11,2,1
19914059,19914059,256,2,803,14,12,2,1
19916018,19916018,256,2,668,16,11,2,1
19912025,19912025,256,2,66,16,8,2,1
19913148,19913148,256,2,778,30,11,1,1
19912420,19912420,256,2,66,16,1,2,1
19911140,19911140,256,2,797,16,11,1,1
19913347,19913347,256,2,778,30,11,1,1
19911014,19911014,257,2,797,21,11,1,1
19915024,19915024,257,2,7,14,11,1,1
19913234,19913234,257,2,778,16,11,2,1
